time_step,time_beats,pitch_center_mass,velocity_mean,note_density,pitch_variance,pitch_center_mass_smoothed,pitch_center_mass_derivative
340,170.000000,66.818859,80.600000,5,119.040000,66.825129,-0.007023
341,170.500000,66.848635,80.600000,5,119.040000,66.805098,-0.021246
342,171.000000,66.723192,80.200000,5,119.040000,66.782637,-0.026098
343,171.500000,66.808933,80.600000,5,119.040000,66.752903,-0.168135
344,172.000000,66.713568,79.600000,5,119.040000,66.446368,-0.250744
345,172.500000,66.670185,75.800000,5,119.040000,66.251415,-0.225099
346,173.000000,65.315961,76.750000,4,136.000000,65.996170,-0.409533
347,173.500000,65.748428,79.500000,4,136.000000,65.432349,-0.555508
348,174.000000,65.532710,80.250000,4,128.187500,64.885154,-0.310854
349,174.500000,63.894459,75.800000,5,112.160000,64.810641,-0.222226
350,175.000000,63.934211,76.000000,5,112.160000,64.440702,-0.374253
351,175.500000,64.943396,79.500000,4,147.000000,64.062134,-0.117691
352,176.000000,63.898734,79.000000,4,180.000000,64.205320,0.175297
353,176.500000,63.639871,77.750000,4,180.000000,64.412727,0.105518
354,177.000000,64.610390,77.000000,4,219.000000,64.416356,0.184248
355,177.500000,64.971246,78.250000,4,219.000000,64.781224,0.551374
356,178.000000,64.961538,78.000000,4,219.000000,65.519104,0.691863
357,178.500000,65.723077,81.250000,4,219.000000,66.164950,0.662205
358,179.000000,67.329268,82.000000,5,196.000000,66.843515,0.664506
359,179.500000,67.839623,84.800000,5,196.000000,67.493962,0.605940
360,180.000000,68.364066,84.600000,5,212.640000,68.055395,0.399211
361,180.500000,68.213777,84.200000,5,212.640000,68.292385,0.170024
362,181.000000,68.530242,82.666667,6,172.222222,68.395444,0.003016
363,181.500000,68.514218,84.400000,5,206.000000,68.298417,-0.165028
364,182.000000,68.354916,83.400000,5,206.000000,68.065387,-0.249833
365,182.500000,67.878935,82.600000,5,198.560000,67.798752,-0.044595
366,183.000000,67.048626,78.833333,6,176.666667,67.976197,0.168375
367,183.500000,67.197065,79.500000,6,176.666667,68.135502,0.200894
368,184.000000,69.401442,83.200000,5,158.640000,68.377984,0.303208
369,184.500000,69.151442,83.200000,5,151.840000,68.741918,0.368959
370,185.000000,69.091346,83.200000,5,151.840000,69.115902,0.149252
371,185.500000,68.868293,82.000000,5,151.840000,69.040421,-0.168984
372,186.000000,69.066986,83.600000,5,151.840000,68.777934,-0.266546
373,186.500000,69.024038,83.200000,5,151.840000,68.507329,-0.394284
374,187.000000,67.839009,80.750000,4,180.000000,67.989366,-0.535300
375,187.500000,67.738318,80.250000,4,180.000000,67.436729,-0.548343
376,188.000000,66.278481,79.000000,4,147.000000,66.892681,-0.423221
377,188.500000,66.303797,79.000000,4,147.000000,66.590288,-0.298446
378,189.000000,66.303797,79.000000,4,147.000000,66.295789,-0.148515
379,189.500000,66.327044,79.500000,4,147.000000,66.293257,0.028960
380,190.000000,66.265823,79.000000,4,147.000000,66.353710,0.063506
381,190.500000,66.265823,79.000000,4,147.000000,66.420268,0.069232
382,191.000000,66.606061,79.200000,5,119.040000,66.492173,0.071682
383,191.500000,66.636591,79.800000,5,119.040000,66.563632,0.061672
384,192.000000,66.686567,80.400000,5,119.040000,66.615517,0.021539
385,192.500000,66.623116,79.600000,5,119.040000,66.606710,0.091533
386,193.000000,66.525253,79.200000,5,119.040000,66.798584,0.225310
387,193.500000,66.562025,79.000000,5,119.040000,67.057330,0.330937
388,194.000000,67.595960,79.200000,5,144.640000,67.460458,0.428979
389,194.500000,67.980296,81.200000,5,144.640000,67.915288,0.544448
390,195.000000,68.638756,83.600000,5,151.840000,68.549353,0.495161
391,195.500000,68.799401,83.500000,4,189.187500,68.905610,0.346766
